bounds,label,group,sample,peak_rss_KiB,key
explicit,final,BenchmarkCompileCompact,3,1795664,final-explicit-BenchmarkCompileCompact-3
explicit,base,BenchmarkCompileCompact,3,1730612,base-explicit-BenchmarkCompileCompact-3
explicit,base,BenchmarkCompileCompact,4,1606152,base-explicit-BenchmarkCompileCompact-4
explicit,final,BenchmarkCompileCompact,4,1845776,final-explicit-BenchmarkCompileCompact-4
explicit,final,BenchmarkCompileCompact,5,1899212,final-explicit-BenchmarkCompileCompact-5
explicit,base,BenchmarkCompileCompact,5,1673188,base-explicit-BenchmarkCompileCompact-5
explicit,base,BenchmarkCompile_wago,0,56236,base-explicit-BenchmarkCompile_wago-0
explicit,final,BenchmarkCompile_wago,0,58844,final-explicit-BenchmarkCompile_wago-0
explicit,final,BenchmarkCompile_wago,1,98748,final-explicit-BenchmarkCompile_wago-1
explicit,base,BenchmarkCompile_wago,1,58212,base-explicit-BenchmarkCompile_wago-1
explicit,base,BenchmarkCompile_wago,2,58576,base-explicit-BenchmarkCompile_wago-2
explicit,final,BenchmarkCompile_wago,2,99972,final-explicit-BenchmarkCompile_wago-2
explicit,final,BenchmarkCompile_wago,3,57068,final-explicit-BenchmarkCompile_wago-3
explicit,base,BenchmarkCompile_wago,3,92344,base-explicit-BenchmarkCompile_wago-3
explicit,base,BenchmarkCompile_wago,4,57748,base-explicit-BenchmarkCompile_wago-4
explicit,final,BenchmarkCompile_wago,4,59012,final-explicit-BenchmarkCompile_wago-4
explicit,final,BenchmarkCompile_wago,5,96124,final-explicit-BenchmarkCompile_wago-5
explicit,base,BenchmarkCompile_wago,5,58520,base-explicit-BenchmarkCompile_wago-5
explicit,base,BenchmarkCompile_wazero,0,19472,base-explicit-BenchmarkCompile_wazero-0
explicit,final,BenchmarkCompile_wazero,0,19696,final-explicit-BenchmarkCompile_wazero-0
explicit,final,BenchmarkCompile_wazero,1,16880,final-explicit-BenchmarkCompile_wazero-1
explicit,base,BenchmarkCompile_wazero,1,19124,base-explicit-BenchmarkCompile_wazero-1
explicit,base,BenchmarkCompile_wazero,2,19528,base-explicit-BenchmarkCompile_wazero-2
explicit,final,BenchmarkCompile_wazero,2,19564,final-explicit-BenchmarkCompile_wazero-2
explicit,final,BenchmarkCompile_wazero,3,18456,final-explicit-BenchmarkCompile_wazero-3
explicit,base,BenchmarkCompile_wazero,3,19476,base-explicit-BenchmarkCompile_wazero-3
explicit,base,BenchmarkCompile_wazero,4,18872,base-explicit-BenchmarkCompile_wazero-4
explicit,final,BenchmarkCompile_wazero,4,17616,final-explicit-BenchmarkCompile_wazero-4
explicit,final,BenchmarkCompile_wazero,5,18440,final-explicit-BenchmarkCompile_wazero-5
explicit,base,BenchmarkCompile_wazero,5,18968,base-explicit-BenchmarkCompile_wazero-5
explicit,base,BenchmarkInstantiate_wago,0,20464,base-explicit-BenchmarkInstantiate_wago-0
explicit,final,BenchmarkInstantiate_wago,0,19432,final-explicit-BenchmarkInstantiate_wago-0
explicit,final,BenchmarkInstantiate_wago,1,21060,final-explicit-BenchmarkInstantiate_wago-1
explicit,base,BenchmarkInstantiate_wago,1,20672,base-explicit-BenchmarkInstantiate_wago-1
explicit,base,BenchmarkInstantiate_wago,2,21000,base-explicit-BenchmarkInstantiate_wago-2
explicit,final,BenchmarkInstantiate_wago,2,23780,final-explicit-BenchmarkInstantiate_wago-2
explicit,final,BenchmarkInstantiate_wago,3,20616,final-explicit-BenchmarkInstantiate_wago-3
explicit,base,BenchmarkInstantiate_wago,3,20688,base-explicit-BenchmarkInstantiate_wago-3
explicit,base,BenchmarkInstantiate_wago,4,22460,base-explicit-BenchmarkInstantiate_wago-4
explicit,final,BenchmarkInstantiate_wago,4,20804,final-explicit-BenchmarkInstantiate_wago-4
explicit,final,BenchmarkInstantiate_wago,5,21044,final-explicit-BenchmarkInstantiate_wago-5
explicit,base,BenchmarkInstantiate_wago,5,20740,base-explicit-BenchmarkInstantiate_wago-5
explicit,base,BenchmarkInstantiate_wazero,0,19160,base-explicit-BenchmarkInstantiate_wazero-0
explicit,final,BenchmarkInstantiate_wazero,0,18864,final-explicit-BenchmarkInstantiate_wazero-0
explicit,final,BenchmarkInstantiate_wazero,1,19196,final-explicit-BenchmarkInstantiate_wazero-1
explicit,base,BenchmarkInstantiate_wazero,1,19192,base-explicit-BenchmarkInstantiate_wazero-1
explicit,base,BenchmarkInstantiate_wazero,2,18736,base-explicit-BenchmarkInstantiate_wazero-2
explicit,final,BenchmarkInstantiate_wazero,2,20908,final-explicit-BenchmarkInstantiate_wazero-2
explicit,final,BenchmarkInstantiate_wazero,3,19272,final-explicit-BenchmarkInstantiate_wazero-3
explicit,base,BenchmarkInstantiate_wazero,3,19192,base-explicit-BenchmarkInstantiate_wazero-3
explicit,base,BenchmarkInstantiate_wazero,4,19124,base-explicit-BenchmarkInstantiate_wazero-4
explicit,final,BenchmarkInstantiate_wazero,4,19140,final-explicit-BenchmarkInstantiate_wazero-4
explicit,final,BenchmarkInstantiate_wazero,5,19016,final-explicit-BenchmarkInstantiate_wazero-5
explicit,base,BenchmarkInstantiate_wazero,5,20652,base-explicit-BenchmarkInstantiate_wazero-5
explicit,base,BenchmarkExecFibLoop_wago,0,16380,base-explicit-BenchmarkExecFibLoop_wago-0
explicit,final,BenchmarkExecFibLoop_wago,0,16700,final-explicit-BenchmarkExecFibLoop_wago-0
explicit,final,BenchmarkExecFibLoop_wago,1,16732,final-explicit-BenchmarkExecFibLoop_wago-1
explicit,base,BenchmarkExecFibLoop_wago,1,16508,base-explicit-BenchmarkExecFibLoop_wago-1
explicit,base,BenchmarkExecFibLoop_wago,2,16552,base-explicit-BenchmarkExecFibLoop_wago-2
explicit,final,BenchmarkExecFibLoop_wago,2,16424,final-explicit-BenchmarkExecFibLoop_wago-2
explicit,final,BenchmarkExecFibLoop_wago,3,16712,final-explicit-BenchmarkExecFibLoop_wago-3
explicit,base,BenchmarkExecFibLoop_wago,3,16664,base-explicit-BenchmarkExecFibLoop_wago-3
explicit,base,BenchmarkExecFibLoop_wago,4,16640,base-explicit-BenchmarkExecFibLoop_wago-4
explicit,final,BenchmarkExecFibLoop_wago,4,16348,final-explicit-BenchmarkExecFibLoop_wago-4
explicit,final,BenchmarkExecFibLoop_wago,5,16696,final-explicit-BenchmarkExecFibLoop_wago-5
explicit,base,BenchmarkExecFibLoop_wago,5,16412,base-explicit-BenchmarkExecFibLoop_wago-5
explicit,base,BenchmarkExecFibLoop_wazero,0,19316,base-explicit-BenchmarkExecFibLoop_wazero-0
explicit,final,BenchmarkExecFibLoop_wazero,0,19100,final-explicit-BenchmarkExecFibLoop_wazero-0
explicit,final,BenchmarkExecFibLoop_wazero,1,19236,final-explicit-BenchmarkExecFibLoop_wazero-1
explicit,base,BenchmarkExecFibLoop_wazero,1,18892,base-explicit-BenchmarkExecFibLoop_wazero-1
explicit,base,BenchmarkExecFibLoop_wazero,2,18916,base-explicit-BenchmarkExecFibLoop_wazero-2
explicit,final,BenchmarkExecFibLoop_wazero,2,19268,final-explicit-BenchmarkExecFibLoop_wazero-2
explicit,final,BenchmarkExecFibLoop_wazero,3,19236,final-explicit-BenchmarkExecFibLoop_wazero-3
explicit,base,BenchmarkExecFibLoop_wazero,3,18536,base-explicit-BenchmarkExecFibLoop_wazero-3
explicit,base,BenchmarkExecFibLoop_wazero,4,19244,base-explicit-BenchmarkExecFibLoop_wazero-4
explicit,final,BenchmarkExecFibLoop_wazero,4,18996,final-explicit-BenchmarkExecFibLoop_wazero-4
explicit,final,BenchmarkExecFibLoop_wazero,5,19240,final-explicit-BenchmarkExecFibLoop_wazero-5
explicit,base,BenchmarkExecFibLoop_wazero,5,18356,base-explicit-BenchmarkExecFibLoop_wazero-5
explicit,base,BenchmarkExecFibRec_wago,0,18596,base-explicit-BenchmarkExecFibRec_wago-0
explicit,final,BenchmarkExecFibRec_wago,0,16436,final-explicit-BenchmarkExecFibRec_wago-0
explicit,final,BenchmarkExecFibRec_wago,1,16564,final-explicit-BenchmarkExecFibRec_wago-1
explicit,base,BenchmarkExecFibRec_wago,1,16540,base-explicit-BenchmarkExecFibRec_wago-1
explicit,base,BenchmarkExecFibRec_wago,2,16480,base-explicit-BenchmarkExecFibRec_wago-2
explicit,final,BenchmarkExecFibRec_wago,2,16608,final-explicit-BenchmarkExecFibRec_wago-2
explicit,final,BenchmarkExecFibRec_wago,3,16468,final-explicit-BenchmarkExecFibRec_wago-3
explicit,base,BenchmarkExecFibRec_wago,3,16472,base-explicit-BenchmarkExecFibRec_wago-3
explicit,base,BenchmarkExecFibRec_wago,4,16340,base-explicit-BenchmarkExecFibRec_wago-4
explicit,final,BenchmarkExecFibRec_wago,4,16636,final-explicit-BenchmarkExecFibRec_wago-4
explicit,final,BenchmarkExecFibRec_wago,5,16624,final-explicit-BenchmarkExecFibRec_wago-5
explicit,base,BenchmarkExecFibRec_wago,5,16408,base-explicit-BenchmarkExecFibRec_wago-5
explicit,base,BenchmarkExecFibRec_wazero,0,14584,base-explicit-BenchmarkExecFibRec_wazero-0
explicit,final,BenchmarkExecFibRec_wazero,0,16480,final-explicit-BenchmarkExecFibRec_wazero-0
explicit,final,BenchmarkExecFibRec_wazero,1,14432,final-explicit-BenchmarkExecFibRec_wazero-1
explicit,base,BenchmarkExecFibRec_wazero,1,14608,base-explicit-BenchmarkExecFibRec_wazero-1
explicit,base,BenchmarkExecFibRec_wazero,2,14228,base-explicit-BenchmarkExecFibRec_wazero-2
explicit,final,BenchmarkExecFibRec_wazero,2,14744,final-explicit-BenchmarkExecFibRec_wazero-2
explicit,final,BenchmarkExecFibRec_wazero,3,14432,final-explicit-BenchmarkExecFibRec_wazero-3
explicit,base,BenchmarkExecFibRec_wazero,3,14108,base-explicit-BenchmarkExecFibRec_wazero-3
explicit,base,BenchmarkExecFibRec_wazero,4,16664,base-explicit-BenchmarkExecFibRec_wazero-4
explicit,final,BenchmarkExecFibRec_wazero,4,14292,final-explicit-BenchmarkExecFibRec_wazero-4
explicit,final,BenchmarkExecFibRec_wazero,5,14424,final-explicit-BenchmarkExecFibRec_wazero-5
explicit,base,BenchmarkExecFibRec_wazero,5,14436,base-explicit-BenchmarkExecFibRec_wazero-5
explicit,base,BenchmarkExecCallOverhead_wago,0,16588,base-explicit-BenchmarkExecCallOverhead_wago-0
explicit,final,BenchmarkExecCallOverhead_wago,0,16684,final-explicit-BenchmarkExecCallOverhead_wago-0
explicit,final,BenchmarkExecCallOverhead_wago,1,18796,final-explicit-BenchmarkExecCallOverhead_wago-1
explicit,base,BenchmarkExecCallOverhead_wago,1,18384,base-explicit-BenchmarkExecCallOverhead_wago-1
explicit,base,BenchmarkExecCallOverhead_wago,2,16664,base-explicit-BenchmarkExecCallOverhead_wago-2
explicit,final,BenchmarkExecCallOverhead_wago,2,16652,final-explicit-BenchmarkExecCallOverhead_wago-2
explicit,final,BenchmarkExecCallOverhead_wago,3,16672,final-explicit-BenchmarkExecCallOverhead_wago-3
explicit,base,BenchmarkExecCallOverhead_wago,3,16800,base-explicit-BenchmarkExecCallOverhead_wago-3
explicit,base,BenchmarkExecCallOverhead_wago,4,14448,base-explicit-BenchmarkExecCallOverhead_wago-4
explicit,final,BenchmarkExecCallOverhead_wago,4,18788,final-explicit-BenchmarkExecCallOverhead_wago-4
explicit,final,BenchmarkExecCallOverhead_wago,5,16784,final-explicit-BenchmarkExecCallOverhead_wago-5
explicit,base,BenchmarkExecCallOverhead_wago,5,18764,base-explicit-BenchmarkExecCallOverhead_wago-5
explicit,base,BenchmarkExecCallOverhead_wazero,0,18784,base-explicit-BenchmarkExecCallOverhead_wazero-0
explicit,final,BenchmarkExecCallOverhead_wazero,0,19100,final-explicit-BenchmarkExecCallOverhead_wazero-0
explicit,final,BenchmarkExecCallOverhead_wazero,1,19216,final-explicit-BenchmarkExecCallOverhead_wazero-1
explicit,base,BenchmarkExecCallOverhead_wazero,1,19088,base-explicit-BenchmarkExecCallOverhead_wazero-1
explicit,base,BenchmarkExecCallOverhead_wazero,2,18940,base-explicit-BenchmarkExecCallOverhead_wazero-2
explicit,final,BenchmarkExecCallOverhead_wazero,2,19576,final-explicit-BenchmarkExecCallOverhead_wazero-2
explicit,final,BenchmarkExecCallOverhead_wazero,3,21212,final-explicit-BenchmarkExecCallOverhead_wazero-3
explicit,base,BenchmarkExecCallOverhead_wazero,3,19016,base-explicit-BenchmarkExecCallOverhead_wazero-3
explicit,base,BenchmarkExecCallOverhead_wazero,4,19052,base-explicit-BenchmarkExecCallOverhead_wazero-4
explicit,final,BenchmarkExecCallOverhead_wazero,4,20728,final-explicit-BenchmarkExecCallOverhead_wazero-4
explicit,final,BenchmarkExecCallOverhead_wazero,5,19228,final-explicit-BenchmarkExecCallOverhead_wazero-5
explicit,base,BenchmarkExecCallOverhead_wazero,5,19160,base-explicit-BenchmarkExecCallOverhead_wazero-5
explicit,base,BenchmarkExecHostRoundtrip_wago,0,22796,base-explicit-BenchmarkExecHostRoundtrip_wago-0
explicit,final,BenchmarkExecHostRoundtrip_wago,0,24620,final-explicit-BenchmarkExecHostRoundtrip_wago-0
explicit,final,BenchmarkExecHostRoundtrip_wago,1,22872,final-explicit-BenchmarkExecHostRoundtrip_wago-1
explicit,base,BenchmarkExecHostRoundtrip_wago,1,22376,base-explicit-BenchmarkExecHostRoundtrip_wago-1
explicit,base,BenchmarkExecHostRoundtrip_wago,2,22412,base-explicit-BenchmarkExecHostRoundtrip_wago-2
explicit,final,BenchmarkExecHostRoundtrip_wago,2,22740,final-explicit-BenchmarkExecHostRoundtrip_wago-2
explicit,final,BenchmarkExecHostRoundtrip_wago,3,22692,final-explicit-BenchmarkExecHostRoundtrip_wago-3
explicit,base,BenchmarkExecHostRoundtrip_wago,3,20456,base-explicit-BenchmarkExecHostRoundtrip_wago-3
explicit,base,BenchmarkExecHostRoundtrip_wago,4,22812,base-explicit-BenchmarkExecHostRoundtrip_wago-4
explicit,final,BenchmarkExecHostRoundtrip_wago,4,22872,final-explicit-BenchmarkExecHostRoundtrip_wago-4
explicit,final,BenchmarkExecHostRoundtrip_wago,5,22556,final-explicit-BenchmarkExecHostRoundtrip_wago-5
explicit,base,BenchmarkExecHostRoundtrip_wago,5,20552,base-explicit-BenchmarkExecHostRoundtrip_wago-5
explicit,base,BenchmarkExecHostRoundtrip_wazero,0,19024,base-explicit-BenchmarkExecHostRoundtrip_wazero-0
explicit,final,BenchmarkExecHostRoundtrip_wazero,0,19332,final-explicit-BenchmarkExecHostRoundtrip_wazero-0
explicit,final,BenchmarkExecHostRoundtrip_wazero,1,19196,final-explicit-BenchmarkExecHostRoundtrip_wazero-1
explicit,base,BenchmarkExecHostRoundtrip_wazero,1,19376,base-explicit-BenchmarkExecHostRoundtrip_wazero-1
explicit,base,BenchmarkExecHostRoundtrip_wazero,2,21184,base-explicit-BenchmarkExecHostRoundtrip_wazero-2
explicit,final,BenchmarkExecHostRoundtrip_wazero,2,19236,final-explicit-BenchmarkExecHostRoundtrip_wazero-2
explicit,final,BenchmarkExecHostRoundtrip_wazero,3,19380,final-explicit-BenchmarkExecHostRoundtrip_wazero-3
explicit,base,BenchmarkExecHostRoundtrip_wazero,3,19216,base-explicit-BenchmarkExecHostRoundtrip_wazero-3
explicit,base,BenchmarkExecHostRoundtrip_wazero,4,18900,base-explicit-BenchmarkExecHostRoundtrip_wazero-4
explicit,final,BenchmarkExecHostRoundtrip_wazero,4,19320,final-explicit-BenchmarkExecHostRoundtrip_wazero-4
explicit,final,BenchmarkExecHostRoundtrip_wazero,5,19192,final-explicit-BenchmarkExecHostRoundtrip_wazero-5
explicit,base,BenchmarkExecHostRoundtrip_wazero,5,19308,base-explicit-BenchmarkExecHostRoundtrip_wazero-5
explicit,base,BenchmarkExecGlobalGet_wago,0,18024,base-explicit-BenchmarkExecGlobalGet_wago-0
explicit,final,BenchmarkExecGlobalGet_wago,0,18404,final-explicit-BenchmarkExecGlobalGet_wago-0
explicit,final,BenchmarkExecGlobalGet_wago,1,18248,final-explicit-BenchmarkExecGlobalGet_wago-1
explicit,base,BenchmarkExecGlobalGet_wago,1,18036,base-explicit-BenchmarkExecGlobalGet_wago-1
explicit,base,BenchmarkExecGlobalGet_wago,2,20028,base-explicit-BenchmarkExecGlobalGet_wago-2
explicit,final,BenchmarkExecGlobalGet_wago,2,20260,final-explicit-BenchmarkExecGlobalGet_wago-2
explicit,final,BenchmarkExecGlobalGet_wago,3,18292,final-explicit-BenchmarkExecGlobalGet_wago-3
explicit,base,BenchmarkExecGlobalGet_wago,3,17852,base-explicit-BenchmarkExecGlobalGet_wago-3
explicit,base,BenchmarkExecGlobalGet_wago,4,20088,base-explicit-BenchmarkExecGlobalGet_wago-4
explicit,final,BenchmarkExecGlobalGet_wago,4,18140,final-explicit-BenchmarkExecGlobalGet_wago-4
explicit,final,BenchmarkExecGlobalGet_wago,5,18052,final-explicit-BenchmarkExecGlobalGet_wago-5
explicit,base,BenchmarkExecGlobalGet_wago,5,18036,base-explicit-BenchmarkExecGlobalGet_wago-5
explicit,base,BenchmarkExecGlobalSet_wago,0,18168,base-explicit-BenchmarkExecGlobalSet_wago-0
explicit,final,BenchmarkExecGlobalSet_wago,0,18416,final-explicit-BenchmarkExecGlobalSet_wago-0
explicit,final,BenchmarkExecGlobalSet_wago,1,18396,final-explicit-BenchmarkExecGlobalSet_wago-1
explicit,base,BenchmarkExecGlobalSet_wago,1,17896,base-explicit-BenchmarkExecGlobalSet_wago-1
explicit,base,BenchmarkExecGlobalSet_wago,2,17876,base-explicit-BenchmarkExecGlobalSet_wago-2
explicit,final,BenchmarkExecGlobalSet_wago,2,18620,final-explicit-BenchmarkExecGlobalSet_wago-2
explicit,final,BenchmarkExecGlobalSet_wago,3,17932,final-explicit-BenchmarkExecGlobalSet_wago-3
explicit,base,BenchmarkExecGlobalSet_wago,3,17796,base-explicit-BenchmarkExecGlobalSet_wago-3
explicit,base,BenchmarkExecGlobalSet_wago,4,20020,base-explicit-BenchmarkExecGlobalSet_wago-4
explicit,final,BenchmarkExecGlobalSet_wago,4,20152,final-explicit-BenchmarkExecGlobalSet_wago-4
explicit,final,BenchmarkExecGlobalSet_wago,5,18140,final-explicit-BenchmarkExecGlobalSet_wago-5
explicit,base,BenchmarkExecGlobalSet_wago,5,17788,base-explicit-BenchmarkExecGlobalSet_wago-5
explicit,base,BenchmarkExecLocalGet_wago,0,17796,base-explicit-BenchmarkExecLocalGet_wago-0
explicit,final,BenchmarkExecLocalGet_wago,0,18356,final-explicit-BenchmarkExecLocalGet_wago-0
explicit,final,BenchmarkExecLocalGet_wago,1,18236,final-explicit-BenchmarkExecLocalGet_wago-1
explicit,base,BenchmarkExecLocalGet_wago,1,18052,base-explicit-BenchmarkExecLocalGet_wago-1
explicit,base,BenchmarkExecLocalGet_wago,2,18080,base-explicit-BenchmarkExecLocalGet_wago-2
explicit,final,BenchmarkExecLocalGet_wago,2,20200,final-explicit-BenchmarkExecLocalGet_wago-2
explicit,final,BenchmarkExecLocalGet_wago,3,18028,final-explicit-BenchmarkExecLocalGet_wago-3
explicit,base,BenchmarkExecLocalGet_wago,3,17912,base-explicit-BenchmarkExecLocalGet_wago-3
explicit,base,BenchmarkExecLocalGet_wago,4,20096,base-explicit-BenchmarkExecLocalGet_wago-4
explicit,final,BenchmarkExecLocalGet_wago,4,18104,final-explicit-BenchmarkExecLocalGet_wago-4
explicit,final,BenchmarkExecLocalGet_wago,5,20176,final-explicit-BenchmarkExecLocalGet_wago-5
explicit,base,BenchmarkExecLocalGet_wago,5,17580,base-explicit-BenchmarkExecLocalGet_wago-5
explicit,base,BenchmarkExecMemoryLoad_wago,0,17956,base-explicit-BenchmarkExecMemoryLoad_wago-0
explicit,final,BenchmarkExecMemoryLoad_wago,0,18236,final-explicit-BenchmarkExecMemoryLoad_wago-0
explicit,final,BenchmarkExecMemoryLoad_wago,1,18552,final-explicit-BenchmarkExecMemoryLoad_wago-1
explicit,base,BenchmarkExecMemoryLoad_wago,1,17852,base-explicit-BenchmarkExecMemoryLoad_wago-1
explicit,base,BenchmarkExecMemoryLoad_wago,2,18044,base-explicit-BenchmarkExecMemoryLoad_wago-2
explicit,final,BenchmarkExecMemoryLoad_wago,2,18300,final-explicit-BenchmarkExecMemoryLoad_wago-2
explicit,final,BenchmarkExecMemoryLoad_wago,3,18016,final-explicit-BenchmarkExecMemoryLoad_wago-3
explicit,base,BenchmarkExecMemoryLoad_wago,3,17744,base-explicit-BenchmarkExecMemoryLoad_wago-3
explicit,base,BenchmarkExecMemoryLoad_wago,4,18016,base-explicit-BenchmarkExecMemoryLoad_wago-4
explicit,final,BenchmarkExecMemoryLoad_wago,4,18468,final-explicit-BenchmarkExecMemoryLoad_wago-4
explicit,final,BenchmarkExecMemoryLoad_wago,5,18536,final-explicit-BenchmarkExecMemoryLoad_wago-5
explicit,base,BenchmarkExecMemoryLoad_wago,5,20004,base-explicit-BenchmarkExecMemoryLoad_wago-5
explicit,base,BenchmarkWazeroCompile,0,685480,base-explicit-BenchmarkWazeroCompile-0
explicit,final,BenchmarkWazeroCompile,0,699652,final-explicit-BenchmarkWazeroCompile-0
explicit,final,BenchmarkWazeroCompile,1,701328,final-explicit-BenchmarkWazeroCompile-1
explicit,base,BenchmarkWazeroCompile,1,705664,base-explicit-BenchmarkWazeroCompile-1
explicit,base,BenchmarkWazeroCompile,2,705112,base-explicit-BenchmarkWazeroCompile-2
explicit,final,BenchmarkWazeroCompile,2,558988,final-explicit-BenchmarkWazeroCompile-2
explicit,final,BenchmarkWazeroCompile,3,703440,final-explicit-BenchmarkWazeroCompile-3
explicit,base,BenchmarkWazeroCompile,3,699412,base-explicit-BenchmarkWazeroCompile-3
explicit,base,BenchmarkWazeroCompile,4,703564,base-explicit-BenchmarkWazeroCompile-4
explicit,final,BenchmarkWazeroCompile,4,703944,final-explicit-BenchmarkWazeroCompile-4
explicit,final,BenchmarkWazeroCompile,5,697380,final-explicit-BenchmarkWazeroCompile-5
explicit,base,BenchmarkWazeroCompile,5,701560,base-explicit-BenchmarkWazeroCompile-5
explicit,base,BenchmarkWazeroInstantiate,0,109196,base-explicit-BenchmarkWazeroInstantiate-0
explicit,final,BenchmarkWazeroInstantiate,0,93252,final-explicit-BenchmarkWazeroInstantiate-0
explicit,final,BenchmarkWazeroInstantiate,1,104240,final-explicit-BenchmarkWazeroInstantiate-1
explicit,base,BenchmarkWazeroInstantiate,1,155376,base-explicit-BenchmarkWazeroInstantiate-1
explicit,base,BenchmarkWazeroInstantiate,2,98664,base-explicit-BenchmarkWazeroInstantiate-2
explicit,final,BenchmarkWazeroInstantiate,2,126140,final-explicit-BenchmarkWazeroInstantiate-2
explicit,final,BenchmarkWazeroInstantiate,3,98012,final-explicit-BenchmarkWazeroInstantiate-3
explicit,base,BenchmarkWazeroInstantiate,3,157140,base-explicit-BenchmarkWazeroInstantiate-3
explicit,base,BenchmarkWazeroInstantiate,4,97412,base-explicit-BenchmarkWazeroInstantiate-4
explicit,final,BenchmarkWazeroInstantiate,4,97924,final-explicit-BenchmarkWazeroInstantiate-4
explicit,final,BenchmarkWazeroInstantiate,5,101416,final-explicit-BenchmarkWazeroInstantiate-5
explicit,base,BenchmarkWazeroInstantiate,5,106560,base-explicit-BenchmarkWazeroInstantiate-5
explicit,base,BenchmarkWazeroExec,0,79564,base-explicit-BenchmarkWazeroExec-0
explicit,final,BenchmarkWazeroExec,0,79572,final-explicit-BenchmarkWazeroExec-0
explicit,final,BenchmarkWazeroExec,1,77732,final-explicit-BenchmarkWazeroExec-1
explicit,base,BenchmarkWazeroExec,1,79908,base-explicit-BenchmarkWazeroExec-1
explicit,base,BenchmarkWazeroExec,2,78736,base-explicit-BenchmarkWazeroExec-2
explicit,final,BenchmarkWazeroExec,2,78992,final-explicit-BenchmarkWazeroExec-2
explicit,final,BenchmarkWazeroExec,3,79664,final-explicit-BenchmarkWazeroExec-3
explicit,base,BenchmarkWazeroExec,3,79708,base-explicit-BenchmarkWazeroExec-3
explicit,base,BenchmarkWazeroExec,4,80244,base-explicit-BenchmarkWazeroExec-4
explicit,final,BenchmarkWazeroExec,4,78852,final-explicit-BenchmarkWazeroExec-4
explicit,final,BenchmarkWazeroExec,5,79576,final-explicit-BenchmarkWazeroExec-5
explicit,base,BenchmarkWazeroExec,5,79880,base-explicit-BenchmarkWazeroExec-5
explicit,base,BenchmarkJsonAsSerialize_wago,0,39368,base-explicit-BenchmarkJsonAsSerialize_wago-0
explicit,final,BenchmarkJsonAsSerialize_wago,0,39412,final-explicit-BenchmarkJsonAsSerialize_wago-0
explicit,final,BenchmarkJsonAsSerialize_wago,1,37468,final-explicit-BenchmarkJsonAsSerialize_wago-1
explicit,base,BenchmarkJsonAsSerialize_wago,1,37160,base-explicit-BenchmarkJsonAsSerialize_wago-1
explicit,base,BenchmarkJsonAsSerialize_wago,2,37424,base-explicit-BenchmarkJsonAsSerialize_wago-2
explicit,final,BenchmarkJsonAsSerialize_wago,2,37472,final-explicit-BenchmarkJsonAsSerialize_wago-2
explicit,final,BenchmarkJsonAsSerialize_wago,3,37688,final-explicit-BenchmarkJsonAsSerialize_wago-3
explicit,base,BenchmarkJsonAsSerialize_wago,3,35108,base-explicit-BenchmarkJsonAsSerialize_wago-3
explicit,base,BenchmarkJsonAsSerialize_wago,4,37384,base-explicit-BenchmarkJsonAsSerialize_wago-4
explicit,final,BenchmarkJsonAsSerialize_wago,4,37400,final-explicit-BenchmarkJsonAsSerialize_wago-4
explicit,final,BenchmarkJsonAsSerialize_wago,5,37660,final-explicit-BenchmarkJsonAsSerialize_wago-5
explicit,base,BenchmarkJsonAsSerialize_wago,5,37488,base-explicit-BenchmarkJsonAsSerialize_wago-5
explicit,base,BenchmarkJsonAsDeserialize_wago,0,37308,base-explicit-BenchmarkJsonAsDeserialize_wago-0
explicit,final,BenchmarkJsonAsDeserialize_wago,0,37328,final-explicit-BenchmarkJsonAsDeserialize_wago-0
explicit,final,BenchmarkJsonAsDeserialize_wago,1,37288,final-explicit-BenchmarkJsonAsDeserialize_wago-1
explicit,base,BenchmarkJsonAsDeserialize_wago,1,39384,base-explicit-BenchmarkJsonAsDeserialize_wago-1
explicit,base,BenchmarkJsonAsDeserialize_wago,2,36908,base-explicit-BenchmarkJsonAsDeserialize_wago-2
explicit,final,BenchmarkJsonAsDeserialize_wago,2,37592,final-explicit-BenchmarkJsonAsDeserialize_wago-2
explicit,final,BenchmarkJsonAsDeserialize_wago,3,39388,final-explicit-BenchmarkJsonAsDeserialize_wago-3
explicit,base,BenchmarkJsonAsDeserialize_wago,3,37056,base-explicit-BenchmarkJsonAsDeserialize_wago-3
explicit,base,BenchmarkJsonAsDeserialize_wago,4,36936,base-explicit-BenchmarkJsonAsDeserialize_wago-4
explicit,final,BenchmarkJsonAsDeserialize_wago,4,37672,final-explicit-BenchmarkJsonAsDeserialize_wago-4
explicit,final,BenchmarkJsonAsDeserialize_wago,5,37200,final-explicit-BenchmarkJsonAsDeserialize_wago-5
explicit,base,BenchmarkJsonAsDeserialize_wago,5,37304,base-explicit-BenchmarkJsonAsDeserialize_wago-5
explicit,base,BenchmarkJsonAsSerialize_wazero,0,23532,base-explicit-BenchmarkJsonAsSerialize_wazero-0
explicit,final,BenchmarkJsonAsSerialize_wazero,0,23752,final-explicit-BenchmarkJsonAsSerialize_wazero-0
explicit,final,BenchmarkJsonAsSerialize_wazero,1,22728,final-explicit-BenchmarkJsonAsSerialize_wazero-1
explicit,base,BenchmarkJsonAsSerialize_wazero,1,23208,base-explicit-BenchmarkJsonAsSerialize_wazero-1
explicit,base,BenchmarkJsonAsSerialize_wazero,2,23488,base-explicit-BenchmarkJsonAsSerialize_wazero-2
