source	line	section	commit	categories	table_header	claim
original-REPORT.md	566	## Retained changes		time		41. Kept ordinary validation fact observation to a direct table OR and moved
original-REPORT.md	568	## Retained changes		time,code-or-storage-size		42. Fast-pathed one-byte U32 and I32 immediates in the internal validation reader.
original-REPORT.md	573	## Retained changes				59 files changed, 2,760 insertions, 1,559 deletions
original-REPORT.md	590	## Plan completion audit		time	| Plan phase | Current disposition | Authoritative evidence |	| 0. Non-perturbing measurement | Retained | `Stats` no longer triggers inline-report scans; `CollectInlineReport` is explicit; compile-resource stage/scratch counters and public stage benchmarks are present. |
original-REPORT.md	591	## Plan completion audit		time,code-or-storage-size	| Plan phase | Current disposition | Authoritative evidence |	| 1. Validation analysis | Retained | `ValidatedModuleAnalysis` is caller-owned, 8 bytes per function, gathered by serial or parallel validation, cleared on failure, and covered by parity tests. |
original-REPORT.md	592	## Plan completion audit		time,allocations	| Plan phase | Current disposition | Authoritative evidence |	| 2. Retire accepted-path rescans | Retained | Requirements, frontend admission, dynamic funcref, GC allocation/collection admission, and segment counts consume validation facts with exact scanner fallbacks. |
original-REPORT.md	593	## Plan completion audit		time,memory	| Plan phase | Current disposition | Authoritative evidence |	| 3. Shared resolved types | No-go | The dense validation-owned type plan was implemented; full compile was +0.88% and heap +0.42%, so it was removed. |
original-REPORT.md	594	## Plan completion audit		time,memory,allocations,method-or-checkpoint	| Plan phase | Current disposition | Authoritative evidence |	| 4. Allocator traversal bookkeeping | No-go | Pending-memory ownership and fixed-register victim selection were implemented with exact ownership/order semantics; they regressed backend latency 0.91-1.82% and 1.33%. `curSpillSlot` remained below profile sampling, so a bitmap was not retained speculatively. |
original-REPORT.md	595	## Plan completion audit		time,memory,code-or-storage-size,method-or-checkpoint	| Plan phase | Current disposition | Authoritative evidence |	| 5. Validation-built hints | Mixed | Complete validation-to-hints fusion preserved exact hints/code but regressed latency and heap, so it was removed; parallel bounded hint scans and compact sidecars remain. |
original-REPORT.md	596	## Plan completion audit		time,method-or-checkpoint	| Plan phase | Current disposition | Authoritative evidence |	| 6. Cost-aware scheduling | No-go | Heavy-first and stable bucket schedulers were implemented; neither improved latency, and the latter regressed Ruby p4 3.89%, so ascending atomic work remains. |
original-REPORT.md	597	## Plan completion audit		time,memory,code-or-storage-size	| Plan phase | Current disposition | Authoritative evidence |	| 7. Holistic AMD64 NodeID | No-go | Both partial and all-link native AMD64 layouts were implemented. The 32-byte pointer-free node cut heap 33.09% but regressed backend latency 3.89%, exceeding the plan's hard gate. |
original-REPORT.md	598	## Plan completion audit		time,code-or-storage-size	| Plan phase | Current disposition | Authoritative evidence |	| 8. Profile-driven loop/emission tuning | Retained | Reader, hint dispatch, arena estimation, encoder, diagnostics, finalizer, local-state, and adapter-cache changes account for the measured compile wins; unsuccessful probes are recorded below. |
original-REPORT.md	600	## Plan completion audit		code-or-storage-size,method-or-checkpoint		The explicit final gates pass at the current checkpoint: native ARM64
original-REPORT.md	601	## Plan completion audit				`go test ./...` is green; AMD64 Rosetta package/corpus checks pass except the
original-REPORT.md	602	## Plan completion audit		code-or-storage-size		documented host-feature SIMD limitation; generated code is unchanged on AMD64
original-REPORT.md	603	## Plan completion audit		time,method-or-checkpoint		and intentionally 4.50% smaller on ARM64; execution is flat-to-improved; and
original-REPORT.md	605	## Plan completion audit		code-or-storage-size		The latest native AMD64 refresh could not be run because `ssh hub@hub` timed
original-REPORT.md	607	## Plan completion audit		code-or-storage-size		qualified on native AMD64 as recorded below.
original-REPORT.md	609	## Rejected ARM64 probes				## Rejected ARM64 probes
original-REPORT.md	615	## Rejected ARM64 probes			| Probe | Result |	| Unsafe 32-bit instruction store in `Asm.word` | Existing append lowering already emits one store; unsafe form added work |
original-REPORT.md	616	## Rejected ARM64 probes			| Probe | Result |	| Saturated `uint32` local hotness | +1.25% focused geomean; esbuild +1.58% |
original-REPORT.md	618	## Rejected ARM64 probes		memory,method-or-checkpoint	| Probe | Result |	| Pending-memory-reference counter | +0.44% backend geomean; Ruby +3.35% (p=0.038); no heap benefit |
original-REPORT.md	619	## Rejected ARM64 probes		time,code-or-storage-size	| Probe | Result |	| Compiler-local replacement for the shared bytecode reader | +15.45% focused geomean; json-as +70.84%. This was a larger reader/state substitution, not the later retained direct `Reader.Byte` cursor increment |
original-REPORT.md	620	## Rejected ARM64 probes		memory	| Probe | Result |	| Dense function-signature pointer cache | +13.47% focused geomean, +1.07% heap |
original-REPORT.md	621	## Rejected ARM64 probes			| Probe | Result |	| Cached imported-function boundary | +5.32% focused geomean; json-as +26.93% |
original-REPORT.md	622	## Rejected ARM64 probes			| Probe | Result |	| Heavy-first scheduling | -0.04%; below measurement value |
original-REPORT.md	623	## Rejected ARM64 probes		time,memory,code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Validation-to-hints fusion | Exact hint and code parity, but +0.20% full-compile latency geomean, +0.53% heap, and +1.33% esbuild latency (p=0.015, n=8); bounded per-function fallback and packed shared headers could not make the extra validation state pay for the removed scan |
original-REPORT.md	624	## Rejected ARM64 probes		time,method-or-checkpoint	| Probe | Result |	| Bitmask stack-flow terminator classification | Short run looked positive; 500 ms x 8 confirmation reversed to +0.90% geomean and +1.28% SQLite (p=0.005) |
original-REPORT.md	625	## Rejected ARM64 probes		code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Specialized scalar load/store encoder helpers | -0.43% in the first interleaved run, but no individual workload was significant; an unchecked scaled-encoding variant regressed by +0.74%, so the extra surface was removed |
original-REPORT.md	626	## Rejected ARM64 probes		memory,method-or-checkpoint	| Probe | Result |	| Cached memory-zero address width and module type lookup | Short samples were noisy; the expanded cache regressed the focused geomean by +0.98% and Ruby by +1.35% (p=0.028), so it was removed |
original-REPORT.md	627	## Rejected ARM64 probes			| Probe | Result |	| Explicit `MovImm32` branch classification | Exact randomized encoding parity, but +0.41% backend geomean |
original-REPORT.md	628	## Rejected ARM64 probes			| Probe | Result |	| Conditional telemetry defers | +0.08% backend geomean; below measurement value |
original-REPORT.md	629	## Rejected ARM64 probes		time	| Probe | Result |	| Skip trap-site sort for single-function groups | Short run was -0.74%; 1 s confirmation reversed to +0.14%, so it was removed |
original-REPORT.md	630	## Rejected ARM64 probes		time	| Probe | Result |	| Common-constant `MovImm64` fast path | Initial 300 ms run was -0.92%; the 1 s confirmation fell to -0.23%, below the retention gate, so it was removed |
original-REPORT.md	631	## Rejected ARM64 probes		method-or-checkpoint	| Probe | Result |	| Cached algebraic-discount eligibility | Focused hint geomean -0.03%, statistically flat; removed |
original-REPORT.md	632	## Rejected ARM64 probes		time,memory,code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Width-specific i32 home loads for memory addresses | Reduced code 2.0-4.6% and compile heap 0.12%, but compile latency was flat and json-as execution reproducibly regressed 4.81% (p<0.001); removed |
original-REPORT.md	633	## Rejected ARM64 probes		time,memory,method-or-checkpoint	| Probe | Result |	| Direct fixed-width memory comparisons | Initial backend geomean -0.62%; the six-pair 1 s confirmation was +0.01%, exactly flat; removed |
original-REPORT.md	634	## Rejected ARM64 probes		time,method-or-checkpoint	| Probe | Result |	| Validation rare-reference lookup table | Short run looked positive; six-pair 1 s confirmation reversed to +1.11%; removed |
original-REPORT.md	635	## Rejected ARM64 probes			| Probe | Result |	| Branch-hint reset only on `br_if` | +0.20% backend geomean; removed |
original-REPORT.md	636	## Rejected ARM64 probes			| Probe | Result |	| Direct instance-context load/store calls | +0.36% backend geomean; removed |
original-REPORT.md	637	## Rejected ARM64 probes		memory	| Probe | Result |	| Zero-register store for unpinned zero-valued locals | +0.68% backend geomean, with Lua +1.52% and SQLite +1.63%; removed despite a 0.13% heap reduction |
original-REPORT.md	638	## Rejected ARM64 probes		method-or-checkpoint	| Probe | Result |	| Memarg-only hint classification for scalar loads/stores | -0.16% backend geomean, but focused hint scans were +0.12% and flat; below measurement value |
original-REPORT.md	639	## Rejected ARM64 probes			| Probe | Result |	| Split hot scaled load/store helpers | +0.30% backend geomean, with Lua +2.32%; removed |
original-REPORT.md	640	## Rejected ARM64 probes		code-or-storage-size	| Probe | Result |	| `binary.LittleEndian.AppendUint32` instruction emission | +1.25% backend geomean, with Ruby +3.17%; the existing four-byte append lowers better |
original-REPORT.md	641	## Rejected ARM64 probes		time,memory,allocations	| Probe | Result |	| Stable cost-bucket parallel scheduling | Reduced `p4` allocation counts 5.24% by geomean and up to 20.19%, but did not improve latency and regressed Ruby `p4` by 3.89%; removed under the no-memory-only-landing gate |
original-REPORT.md	642	## Rejected ARM64 probes		time,memory,allocations,method-or-checkpoint	| Probe | Result |	| Cache frontend validation-analysis identity once per pass | Broad full-compile sample was -1.11% but nonsignificant; a longer `many_funcs`/json-as confirmation was +0.13% and flat, with identical heap and allocations; removed as below measurement value |
original-REPORT.md	643	## Rejected ARM64 probes		method-or-checkpoint	| Probe | Result |	| Clear branch-hint state only for `br_if` | Combined backend/full large-module geomean was -0.23%, with every row nonsignificant and resources unchanged; removed as below measurement value |
original-REPORT.md	644	## Rejected ARM64 probes		time,memory,code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Remove fixed poll-free loop phase padding | Combined backend/full large-module geomean was +0.06% and flat; minor heap/code-footprint savings did not buy latency, so the execution-layout policy was retained |
original-REPORT.md	645	## Rejected ARM64 probes		time,code-or-storage-size	| Probe | Result |	| Reslice-and-`PutUint32` ARM64 instruction emission | +3.01% combined geomean; every backend corpus regressed 2.1-4.7%, showing the compiler already lowers the existing four-byte append more efficiently |
original-REPORT.md	646	## Rejected ARM64 probes		time,memory,method-or-checkpoint	| Probe | Result |	| Pair adjacent frame-local binary operands with `LDP` | Reduced backend heap slightly but compiled +0.48% slower by geomean with no significant latency win; removed under the no-memory-only gate |
original-REPORT.md	647	## Rejected ARM64 probes		time,code-or-storage-size	| Probe | Result |	| Disable branch folding | Full compile -1.57% and code +0.89%, but execution +0.54% geomean with fib_iter +26.03%, globals +53.96%, spectralnorm +6.77%, and matmul +5.69%; retained the optimization |
original-REPORT.md	648	## Rejected ARM64 probes		time,method-or-checkpoint	| Probe | Result |	| Record bounded branch-pair candidates during target collection | Exact output/resources, but combined compile latency -0.02% and every corpus nonsignificant; removed |
original-REPORT.md	649	## Rejected ARM64 probes		time,code-or-storage-size	| Probe | Result |	| Disable store/load forwarding | Full compile -3.60% with equal code size, but execution +0.50% geomean and json-as serialization +17.96%; retained the optimization |
original-REPORT.md	650	## Rejected ARM64 probes		time,method-or-checkpoint	| Probe | Result |	| Fuse branch-pair and store/load scans | Exact output/resources, but +0.17% combined compile latency with every corpus nonsignificant; removed |
original-REPORT.md	651	## Rejected ARM64 probes		time,memory,allocations	| Probe | Result |	| Allocate local merge snapshots in 16-buffer slabs | Allocation count -17.41%, but compile latency +2.36% and heap +0.25%; replaced by the inline fixed snapshot |
original-REPORT.md	652	## Rejected ARM64 probes		memory,allocations,code-or-storage-size	| Probe | Result |	| Reserve and clear `br_table` placeholders in one span | +2.41% backend geomean with unchanged heap and allocations; the existing four-byte append loop lowers better |
original-REPORT.md	653	## Rejected ARM64 probes		memory,allocations,method-or-checkpoint	| Probe | Result |	| Remove the scan-local entry-initialization mirror | +0.08% backend geomean; every corpus nonsignificant, heap and allocations identical; retained as a diagnostic mirror only |
original-REPORT.md	654	## Rejected ARM64 probes		time,memory,allocations,method-or-checkpoint	| Probe | Result |	| Clear only initialized control-sidecar prefixes | Initial backend run was -0.56%; the 12-pair 500 ms confirmation fell to -0.36%, with every latency row nonsignificant and heap/allocations effectively unchanged; removed as below measurement value |
original-REPORT.md	655	## Rejected ARM64 probes		method-or-checkpoint	| Probe | Result |	| Replace module-global scans with a bounded sorted view | +0.49% backend geomean with every corpus nonsignificant and resources unchanged; instruction emission, not membership scanning, accounted for the profiled synchronization cost |
original-REPORT.md	656	## Rejected ARM64 probes		method-or-checkpoint	| Probe | Result |	| Trap-specific `uint32` immediate materialization | -0.36% backend geomean with every corpus nonsignificant and resources unchanged; removed rather than risk expanding logical-immediate cases in cold stubs |
original-REPORT.md	657	## Rejected ARM64 probes		time,memory,allocations	| Probe | Result |	| Recycle nodes from terminal pure-drop trees | Dedicated 512-tree stress improved latency 6.89%, heap 86.33%, and allocations 22.73%, but all five real corpora slowed and the backend geomean regressed 1.15% with no corpus resource benefit; removed pending a giant-function-only admission policy |
original-REPORT.md	658	## Rejected ARM64 probes		time,code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Route contiguous integer opcodes through a bounded direct table | +1.98% backend geomean, including significant Lua (+2.83%) and esbuild (+1.55%) regressions; Go's existing large switch dispatch remained faster |
original-REPORT.md	659	## Rejected ARM64 probes		allocations	| Probe | Result |	| Fuse the two ARM64 inline caller scans | Removed more allocation traffic, but keeping loop-proof state through the full combined scan regressed esbuild by 2.76%; retained the faster decomposed scans with call-free gating and compact control state |
original-REPORT.md	660	## Rejected ARM64 probes		time,code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Share complete trap bodies in ordinary mode | Shrunk generated code by 2.12-5.81% across the five large modules, but backend compile latency improved only 0.24% and was statistically flat. Complete execution improved 0.67% overall, but a longer confirmation found a significant 2.29% `linked_list` regression; retained sharing only in the opt-in compact mode |
original-REPORT.md	661	## Rejected ARM64 probes		time,memory,allocations,method-or-checkpoint	| Probe | Result |	| Skip trap-site sorting when each function group is already uniform | Backend compile geomean improved 0.25%, but every corpus was statistically flat and heap/allocations were identical; removed as below measurement value |
original-REPORT.md	662	## Rejected ARM64 probes		time,memory,allocations,method-or-checkpoint	| Probe | Result |	| Double the initial ARM64 instruction-buffer reservation | Backend compile geomean regressed 0.05%, statistically flat, with unchanged heap and allocations; the existing body-times-four reservation already covers the useful range |
original-REPORT.md	663	## Rejected ARM64 probes		time,memory,allocations,method-or-checkpoint	| Probe | Result |	| Make compact trap sharing the default | The existing compact mode reduced heap 1.18% and allocation count 13.89%, but regressed backend compile latency 4.27%; it remains an explicit footprint trade rather than the default |
original-REPORT.md	664	## Rejected ARM64 probes		time,memory,method-or-checkpoint	| Probe | Result |	| Retain validation's resolved component types and consume them in ARM64 lowering | Replaced the frozen validation map with a direct dense traversal and bypassed repeated local function-signature lookup during lowering. Full compile regressed 0.88% by geomean and heap rose 0.42%; all five latency rows were statistically flat, so the type plan and backend integration were removed |
original-REPORT.md	665	## Rejected ARM64 probes		time,memory,allocations,code-or-storage-size	| Probe | Result |	| Split checked and unchecked local-hotness updates in the byte scanner | Focused global/local hint scans regressed 1.05% by geomean with identical heap and allocations; the compiler already eliminates enough of the inlined checks, so the split was removed |
original-REPORT.md	666	## Rejected ARM64 probes		time,method-or-checkpoint	| Probe | Result |	| Gate imported-tail safety scanning on validation's tail-call fact | The public feature set is already narrowed from module requirements, so the proposed fact check was redundant. Full compile regressed 0.28% by geomean, statistically flat, with exactly unchanged resources; removed |
original-REPORT.md	667	## Rejected ARM64 probes		code-or-storage-size	| Probe | Result |	| Bypass hint-switch dispatch for the dense numeric opcode interval | Focused synthetic hint scans initially improved 0.59%, but the five-corpus backend confirmation regressed 1.41%, including SQLite +4.12% and esbuild +1.97%; the extra pre-switch branch disturbed the much broader opcode mix and was removed |
original-REPORT.md	668	## Rejected ARM64 probes		time,memory,allocations,method-or-checkpoint	| Probe | Result |	| Track pending memory references to bypass empty pre-store stack scans | Five-corpus backend compile regressed 0.91%, with SQLite significantly slower by 1.26%, while heap and allocations were unchanged; the counter maintenance cost exceeded the avoided scans, so it was removed |
original-REPORT.md	669	## Rejected ARM64 probes		time,method-or-checkpoint	| Probe | Result |	| Select spill victims from the fixed register-owner table | Reused variant-dead node storage for an exact physical-stack order token and preserved the previous deepest-owner choice. Five-corpus backend compile regressed 1.33%, with Lua +2.10% and Ruby +2.19% significant; maintaining and comparing order tokens cost more than the rare list walks, so it was removed |
original-REPORT.md	670	## Rejected ARM64 probes		code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Reset branch-hint state only for branch opcodes | Removed one field store from ordinary opcode dispatch, but the five-corpus backend result was only -0.19% and every row was statistically flat; removed as below measurement value |
original-REPORT.md	671	## Rejected ARM64 probes		code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Reserve `br_table` placeholders with one bulk zero extension | A broad screen was -0.59%, but the one-second Lua/Ruby/esbuild confirmation was exactly flat at +0.01% geomean (Lua +0.44%, Ruby +0.90%, esbuild -1.29%); retained the existing four-byte append loop |
original-REPORT.md	672	## Rejected ARM64 probes		code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Fast-path one-byte `i64` immediates | Backend geomean was -0.46%, but every corpus was statistically flat and resources were unchanged; removed as below measurement value |
original-REPORT.md	673	## Rejected ARM64 probes		code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Fast-path one-byte signed block types | Backend geomean regressed 0.30%, with every corpus statistically flat and resources unchanged; removed |
original-REPORT.md	674	## Rejected ARM64 probes		method-or-checkpoint	| Probe | Result |	| Reserve overwritten `br_table` entries by reslicing retained capacity | Backend geomean regressed 0.33%, including a significant 1.31% Lua regression; the redundant-looking zero writes help rather than hurt the later patching path |
original-REPORT.md	676	## Rejected AMD64 probes				## Rejected AMD64 probes
original-REPORT.md	680	## Rejected AMD64 probes		memory,allocations,method-or-checkpoint	| Probe | Result |	| Track pending memory references to bypass empty allocator scans | Backend geomean regressed 1.82%; Ruby regressed 2.83% and esbuild 1.97% significantly, with unchanged heap and allocations. The exact ownership-safe counter was removed. |
original-REPORT.md	681	## Rejected AMD64 probes		time,memory,code-or-storage-size,method-or-checkpoint	| Probe | Result |	| Replace the pointer-rich 56-byte operand node with packed child/link IDs | Reached the intended 32-byte pointer-free node and cut serial backend heap 33.09% by geomean (18.73-45.01% per large module), with identical generated-code sizes. It also regressed backend latency 3.89% by geomean, including significant 3.11-4.77% regressions on Lua, SQLite, Ruby, and esbuild, so it was removed under the latency-first gate. |
original-REPORT.md	688	## Method		time,method-or-checkpoint		- Ran execution in alternating base/branch order, eight 100 ms samples per
original-REPORT.md	693	## Method		code-or-storage-size		  final native code size.
original-REPORT.md	698	## Method		method-or-checkpoint		`/tmp/arm64-adapter-cache-vs-main-{base,candidate}.txt`,
original-REPORT.md	699	## Method		method-or-checkpoint		`/tmp/arm64-adapter-template-long-{base,candidate}.txt`,
original-REPORT.md	700	## Method		method-or-checkpoint		`/tmp/arm64-adapter-template-full-{base,candidate}.txt`,
original-REPORT.md	701	## Method		method-or-checkpoint		`/tmp/arm64-control-prefix-long-{base,candidate}.txt`,
original-REPORT.md	702	## Method		method-or-checkpoint		`/tmp/arm64-module-global-view-{base,candidate}.txt`,
original-REPORT.md	703	## Method		method-or-checkpoint		`/tmp/arm64-trap-u32-{base,candidate}.txt`,
original-REPORT.md	704	## Method		method-or-checkpoint		`/tmp/arm64-terminal-recycle-{stress,corpus}-{base,candidate}.txt`,
original-REPORT.md	705	## Method		method-or-checkpoint		`/tmp/arm64-integer-dispatch-{base,candidate}.txt`,
original-REPORT.md	706	## Method				`/tmp/arm64-current-ablation.txt`,
original-REPORT.md	707	## Method		method-or-checkpoint		`/tmp/arm64-inline-fast-collect-long-{base,candidate}.txt`,
original-REPORT.md	708	## Method		method-or-checkpoint		`/tmp/arm64-inline-fast-collect-full-{base,candidate}.txt`,
original-REPORT.md	709	## Method		method-or-checkpoint		`/tmp/arm64-inline-fast-vs-main-{base,candidate}.txt`,
original-REPORT.md	710	## Method		method-or-checkpoint		`/tmp/arm64-inline16-vs-main-exec5-{base,candidate}.txt`, and
original-REPORT.md	711	## Method		code-or-storage-size,method-or-checkpoint		`/tmp/arm64-inline16-code-{main,current}.txt`,
original-REPORT.md	712	## Method		method-or-checkpoint		`/tmp/arm64-shared-trap-default-{base,candidate}.txt`,
original-REPORT.md	713	## Method		method-or-checkpoint		`/tmp/arm64-shared-trap-exec-{base,candidate}.txt`,
original-REPORT.md	714	## Method		method-or-checkpoint		`/tmp/arm64-shared-trap-exec-confirm-{base,candidate}.txt`,
original-REPORT.md	715	## Method		method-or-checkpoint		`/tmp/arm64-trap-sort-uniform-{base,candidate}.txt`, and
original-REPORT.md	716	## Method		method-or-checkpoint		`/tmp/arm64-asm-reserve8-{base,candidate}.txt`,
original-REPORT.md	717	## Method		method-or-checkpoint		`/tmp/arm64-resolved-dense-{base,candidate}.txt`, and
original-REPORT.md	718	## Method		method-or-checkpoint		`/tmp/arm64-resolved-types-{base,candidate}.txt`,
original-REPORT.md	719	## Method		method-or-checkpoint		`/tmp/arm64-hotness-at-{base,candidate}.txt`, and
original-REPORT.md	720	## Method		method-or-checkpoint		`/tmp/arm64-tail-scan-gate-{base,candidate}.txt`,
original-REPORT.md	721	## Method		method-or-checkpoint		`/tmp/arm64-numeric-hint-fast-{base,candidate}.txt`, and
original-REPORT.md	722	## Method		method-or-checkpoint		`/tmp/arm64-numeric-hint-fast-backend-{base,candidate}.txt`, and
original-REPORT.md	723	## Method		method-or-checkpoint		`/tmp/arm64-pending-memref-{base,candidate}.txt`, and
original-REPORT.md	724	## Method		method-or-checkpoint		`/tmp/arm64-reg-owner-{base,candidate}.txt`, and
original-REPORT.md	725	## Method		method-or-checkpoint		`/tmp/arm64-branch-state-{base,candidate}.txt`,
original-REPORT.md	726	## Method		code-or-storage-size,method-or-checkpoint		`/tmp/arm64-reader-byte-clean-{base,candidate}-0905.txt`,
original-REPORT.md	727	## Method		method-or-checkpoint		`/tmp/arm64-reader-u32-{base,candidate}-0905.txt`,
original-REPORT.md	728	## Method		method-or-checkpoint		`/tmp/arm64-reader-i32-{base,candidate}-0905.txt`, and
original-REPORT.md	729	## Method		method-or-checkpoint		`/tmp/arm64-reader-final-vs-main-{base,candidate}-0905.txt`, and
original-REPORT.md	730	## Method		method-or-checkpoint		`/tmp/arm64-brtable-zero-{base,candidate}-0905.txt` plus
original-REPORT.md	731	## Method		method-or-checkpoint		`/tmp/arm64-brtable-zero-confirm-{base,candidate}-0905.txt`,
original-REPORT.md	732	## Method		method-or-checkpoint		`/tmp/arm64-reader-i64-{base,candidate}-0905d.txt`,
original-REPORT.md	733	## Method		method-or-checkpoint		`/tmp/arm64-reader-s33-{base,candidate}-0905.txt`, and
original-REPORT.md	734	## Method		method-or-checkpoint		`/tmp/arm64-brtable-reslice-{base,candidate}-0905.txt`, plus
original-REPORT.md	735	## Method		method-or-checkpoint		`/tmp/amd64-pending-count2-{base,candidate}-0905.txt`,
original-REPORT.md	736	## Method		method-or-checkpoint		`/tmp/amd64-nodeid-backend-{base,candidate}.txt`,
original-REPORT.md	737	## Method		method-or-checkpoint		`/tmp/amd64-current-vs-main-{backend,full,exec}-{base,candidate}.txt`, and
original-REPORT.md	738	## Method		code-or-storage-size,method-or-checkpoint		`/tmp/amd64-current-vs-main-code-{base,candidate}.txt` on the measuring host.
original-REPORT.md	741	## Next ARM64 work				## Next ARM64 work
original-REPORT.md	744	## Next ARM64 work		method-or-checkpoint		`Asm.word` is 78.9% flat, `memAddr` is 33.1% cumulative, scalar stores are
original-REPORT.md	745	## Next ARM64 work				29.5%, materialization is 18.5%, scalar loads are 14.6%, and local writes are
original-REPORT.md	746	## Next ARM64 work				12.5%. Hint construction is now about 2.8% cumulative. `br_table` accounts for
original-REPORT.md	747	## Next ARM64 work		method-or-checkpoint		6.6% cumulative and 4.3% flat, but replacing its placeholder append loop with
original-REPORT.md	749	## Next ARM64 work				profile is `/tmp/arm64-reader-final-profile.pprof` with text summary
original-REPORT.md	750	## Next ARM64 work				`/tmp/arm64-reader-final-profile.txt`.
original-REPORT.md	754	## Next ARM64 work		time,memory,method-or-checkpoint		increased latency and heap, so the next work should remain narrow and
original-REPORT.md	757	## Next ARM64 work				appends, zero-register local stores, and cost-bucket scheduling. The ARM64 first
original-REPORT.md	760	## Next ARM64 work		allocations,code-or-storage-size		and replaced thousands of tiny snapshot allocations with a 16-byte inline
original-REPORT.md	763	## Next ARM64 work				fused finalizer scan did not improve compilation. The next ARM64 pass should
original-REPORT.md	768	## Next ARM64 work		code-or-storage-size		after one function type repeats, each worker retains at most one 256-byte host-
original-REPORT.md	770	## Next ARM64 work		time,method-or-checkpoint		A 12-pair 500 ms backend confirmation improved the five-module geomean by 0.60%,
original-REPORT.md	771	## Next ARM64 work		memory,allocations,method-or-checkpoint		and an eight-pair full-pipeline run improved it by 1.25%. Heap and allocations
original-REPORT.md	772	## Next ARM64 work		code-or-storage-size		were unchanged. All five large-module code sizes and SHA-256 hashes matched the
original-REPORT.md	776	## Next ARM64 work		memory		The current stopping-point pass then removed ordinary heap-backed loop tracking
original-REPORT.md	778	## Next ARM64 work		time,code-or-storage-size,method-or-checkpoint		fast-decoded common immediates. Its 12-pair backend confirmation improved the
original-REPORT.md	779	## Next ARM64 work		allocations		large-module geomean by 0.94% and cut backend allocations by 8.63%; the separate
original-REPORT.md	780	## Next ARM64 work				full-pipeline run improved 0.77%. The final direct comparison against pinned
original-REPORT.md	781	## Next ARM64 work		method-or-checkpoint		`main` is the table at the top. The ARM64 package suite, `go test ./...` in both
original-REPORT.md	786	## Next ARM64 work		code-or-storage-size		1. Preserve exact generated machine-code bytes.
original-REPORT.md	787	## Next ARM64 work		time		2. Improve large-module backend latency by at least another 3%.
original-REPORT.md	788	## Next ARM64 work		memory,method-or-checkpoint		3. Return full-pipeline heap to at most `main` before expanding the summary.
original-REPORT.md	789	## Next ARM64 work				4. Keep tiny-module p50 within 1.5% once measured with a longer adaptive run.
pr-commit-messages.txt	1	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	method-or-checkpoint		commit bbe87c50ffe7438b99a046fc8a7db660a77c6ead
pr-commit-messages.txt	2	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead			arm64: accelerate function hint decoding
pr-commit-messages.txt	4	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	code-or-storage-size		- ARM64 profiles showed the byte-backed hint scanner spending meaningful time in the general instruction classifier.
pr-commit-messages.txt	5	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	time,memory,code-or-storage-size,method-or-checkpoint		- Paired corpus measurements showed common scalar immediates could be decoded more cheaply without changing retained hints or native output.
pr-commit-messages.txt	8	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	time,code-or-storage-size		- Decode common one-index and scalar-constant immediates directly in the ARM64 hint scan.
pr-commit-messages.txt	10	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead			- Add exhaustive parity coverage for immediate-free stack-arena hints.
pr-commit-messages.txt	14	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	time		- focused hint benchmark: 116.6 us to 105.4 us (-9.59%)
pr-commit-messages.txt	15	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	time,method-or-checkpoint		- paired representative compile geomean: 8.255 ms to 7.953 ms (-3.65%)
pr-commit-messages.txt	16	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	time,code-or-storage-size		- identical code length and SHA-256 across all 36 compile-capable corpus modules
pr-commit-messages.txt	17	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	memory,allocations		- allocation counts unchanged; representative heap geomean -0.04%
pr-commit-messages.txt	20	arm64: accelerate function hint decoding	bbe87c50ffe7438b99a046fc8a7db660a77c6ead	time		- unchanged, internal ARM64 compile optimization with no workflow impact
pr-commit-messages.txt	22	railshot: separate stats from inline reports	9e48971929b880c736d39ce99f160a228bb22ed7	method-or-checkpoint		commit 9e48971929b880c736d39ce99f160a228bb22ed7
pr-commit-messages.txt	30	railshot: separate stats from inline reports	9e48971929b880c736d39ce99f160a228bb22ed7			- Cover the stats-only and explicit-report contracts on ARM64 and AMD64.
